# timestamp tx ty tz qx qy qz qw
10.9577 -0.5689 -0.8981 1.7512 0.0267 0.0095 0.4766 0.8787
10.9911 -0.5043 -0.7985 1.7568 0.0238 0.0085 0.4784 0.8778
11.0245 -0.4396 -0.6978 1.7623 0.0207 0.0074 0.4799 0.8770
11.0579 -0.3748 -0.5962 1.7679 0.0177 0.0064 0.4813 0.8764
11.0913 -0.3098 -0.4937 1.7734 0.0147 0.0053 0.4824 0.8758
11.1247 -0.2447 -0.3905 1.7790 0.0116 0.0042 0.4833 0.8754
11.1581 -0.1795 -0.2868 1.7846 0.0085 0.0031 0.4840 0.8750
11.1915 -0.1143 -0.1827 1.7902 0.0054 0.0020 0.4845 0.8748
11.2249 -0.0490 -0.0784 1.7958 0.0023 0.0009 0.4847 0.8747
11.2584 0.0163 0.0261 1.8014 -0.0008 -0.0003 0.4848 0.8746
11.2918 0.0816 0.1306 1.8070 -0.0039 -0.0014 0.4846 0.8747
11.3252 0.1469 0.2348 1.8126 -0.0070 -0.0025 0.4842 0.8749
11.3586 0.2121 0.3387 1.8182 -0.0100 -0.0037 0.4837 0.8752
11.3920 0.2773 0.4422 1.8238 -0.0131 -0.0048 0.4829 0.8756
11.4254 0.3423 0.5451 1.8293 -0.0162 -0.0059 0.4819 0.8761
11.4588 0.4072 0.6471 1.8349 -0.0192 -0.0069 0.4806 0.8767
11.4922 0.4720 0.7483 1.8405 -0.0222 -0.0080 0.4792 0.8774
11.5256 0.5366 0.8485 1.8460 -0.0252 -0.0090 0.4775 0.8782
11.5590 0.6011 0.9474 1.8515 -0.0282 -0.0099 0.4756 0.8792
11.5924 0.6653 1.0451 1.8570 -0.0312 -0.0109 0.4734 0.8803
11.6258 0.7293 1.1412 1.8625 -0.0341 -0.0118 0.4709 0.8815
11.6592 0.7930 1.2358 1.8680 -0.0369 -0.0126 0.4681 0.8828
11.6927 0.8565 1.3287 1.8734 -0.0398 -0.0134 0.4651 0.8843
11.7261 0.9197 1.4197 1.8788 -0.0426 -0.0141 0.4617 0.8859
11.7595 0.9825 1.5088 1.8842 -0.0453 -0.0148 0.4580 0.8877
11.7929 1.0450 1.5957 1.8896 -0.0480 -0.0153 0.4540 0.8896
11.8263 1.1071 1.6805 1.8949 -0.0507 -0.0159 0.4495 0.8917
11.8597 1.1689 1.7629 1.9002 -0.0533 -0.0163 0.4446 0.8940
11.8931 1.2302 1.8428 1.9054 -0.0558 -0.0166 0.4393 0.8965
11.9265 1.2912 1.9202 1.9107 -0.0583 -0.0169 0.4334 0.8991
11.9599 1.3516 1.9948 1.9159 -0.0607 -0.0171 0.4271 0.9020
11.9933 1.4116 2.0668 1.9210 -0.0631 -0.0171 0.4201 0.9051
12.0267 1.4711 2.1358 1.9261 -0.0654 -0.0170 0.4125 0.9085
12.0601 1.5301 2.2019 1.9312 -0.0676 -0.0169 0.4041 0.9121
12.0935 1.5886 2.2649 1.9362 -0.0697 -0.0165 0.3950 0.9159
12.1269 1.6465 2.3247 1.9411 -0.0718 -0.0161 0.3849 0.9200
12.1604 1.7038 2.3813 1.9460 -0.0738 -0.0155 0.3739 0.9244
12.1938 1.7606 2.4346 1.9509 -0.0757 -0.0147 0.3618 0.9290
12.2272 1.8167 2.4845 1.9557 -0.0775 -0.0137 0.3485 0.9340
12.2606 1.8722 2.5310 1.9605 -0.0792 -0.0126 0.3339 0.9392
12.2940 1.9271 2.5739 1.9652 -0.0808 -0.0113 0.3177 0.9447
12.3274 1.9812 2.6132 1.9698 -0.0823 -0.0097 0.2999 0.9504
12.3608 2.0347 2.6489 1.9744 -0.0836 -0.0079 0.2802 0.9563
12.3942 2.0875 2.6809 1.9789 -0.0849 -0.0059 0.2584 0.9623
12.4276 2.1396 2.7092 1.9834 -0.0859 -0.0036 0.2344 0.9683
12.4610 2.1909 2.7337 1.9878 -0.0868 -0.0010 0.2080 0.9743
12.4944 2.2414 2.7544 1.9921 -0.0875 0.0018 0.1790 0.9799
12.5278 2.2912 2.7712 1.9964 -0.0880 0.0050 0.1473 0.9852
12.5612 2.3401 2.7842 2.0006 -0.0882 0.0084 0.1129 0.9896
12.5947 2.3883 2.7934 2.0047 -0.0881 0.0120 0.0759 0.9931
12.6281 2.4356 2.7986 2.0088 -0.0878 0.0159 0.0365 0.9953
12.6615 2.4821 2.8000 2.0127 -0.0871 0.0199 -0.0049 0.9960
12.6949 2.5277 2.7974 2.0167 -0.0860 0.0239 -0.0478 0.9949
12.7283 2.5724 2.7909 2.0205 -0.0847 0.0280 -0.0915 0.9918
12.7617 2.6162 2.7806 2.0242 -0.0830 0.0320 -0.1352 0.9868
12.7951 2.6592 2.7664 2.0279 -0.0810 0.0359 -0.1782 0.9800
12.8285 2.7012 2.7483 2.0315 -0.0788 0.0395 -0.2197 0.9716
12.8619 2.7422 2.7264 2.0350 -0.0764 0.0428 -0.2593 0.9618
12.8953 2.7823 2.7008 2.0385 -0.0738 0.0458 -0.2965 0.9511
12.9287 2.8214 2.6713 2.0418 -0.0711 0.0485 -0.3310 0.9397
12.9621 2.8596 2.6381 2.0451 -0.0684 0.0507 -0.3628 0.9280
12.9955 2.8968 2.6013 2.0483 -0.0656 0.0527 -0.3919 0.9162
13.0290 2.9329 2.5608 2.0514 -0.0627 0.0543 -0.4184 0.9045
13.0624 2.9680 2.5168 2.0544 -0.0599 0.0556 -0.4424 0.8931
13.0958 3.0021 2.4693 2.0573 -0.0571 0.0566 -0.4643 0.8820
13.1292 3.0352 2.4183 2.0602 -0.0543 0.0573 -0.4841 0.8715
13.1626 3.0672 2.3640 2.0629 -0.0515 0.0578 -0.5020 0.8614
13.1960 3.0981 2.3064 2.0655 -0.0488 0.0580 -0.5184 0.8518
13.2294 3.1279 2.2455 2.0681 -0.0460 0.0581 -0.5333 0.8427
13.2628 3.1567 2.1815 2.0706 -0.0433 0.0579 -0.5469 0.8341
13.2962 3.1843 2.1145 2.0729 -0.0406 0.0575 -0.5594 0.8259
13.3296 3.2109 2.0446 2.0752 -0.0379 0.0570 -0.5709 0.8182
13.3630 3.2363 1.9718 2.0774 -0.0352 0.0563 -0.5815 0.8108
13.3964 3.2606 1.8963 2.0795 -0.0325 0.0555 -0.5913 0.8039
13.4298 3.2838 1.8181 2.0815 -0.0298 0.0545 -0.6004 0.7973
13.4633 3.3058 1.7374 2.0834 -0.0271 0.0535 -0.6088 0.7910
13.4967 3.3267 1.6542 2.0851 -0.0245 0.0523 -0.6168 0.7850
13.5301 3.3464 1.5688 2.0868 -0.0218 0.0509 -0.6242 0.7793
13.5635 3.3649 1.4812 2.0884 -0.0192 0.0495 -0.6312 0.7738
13.5969 3.3823 1.3915 2.0899 -0.0165 0.0480 -0.6378 0.7685
13.6303 3.3985 1.2999 2.0913 -0.0139 0.0464 -0.6440 0.7635
13.6637 3.4135 1.2065 2.0926 -0.0112 0.0447 -0.6500 0.7585
13.6971 3.4274 1.1114 2.0938 -0.0086 0.0429 -0.6557 0.7538
13.7305 3.4400 1.0147 2.0949 -0.0059 0.0410 -0.6611 0.7491
13.7639 3.4514 0.9166 2.0958 -0.0033 0.0391 -0.6663 0.7446
13.7973 3.4617 0.8173 2.0967 -0.0007 0.0371 -0.6713 0.7402
13.8307 3.4707 0.7168 2.0975 0.0019 0.0350 -0.6762 0.7359
13.8641 3.4785 0.6153 2.0982 0.0044 0.0329 -0.6809 0.7316
13.8976 3.4852 0.5130 2.0987 0.0070 0.0307 -0.6855 0.7274
13.9310 3.4906 0.4099 2.0992 0.0095 0.0285 -0.6900 0.7232
13.9644 3.4947 0.3063 2.0995 0.0121 0.0262 -0.6944 0.7191
13.9978 3.4977 0.2023 2.0998 0.0146 0.0239 -0.6987 0.7149
14.0312 3.4995 0.0979 2.1000 0.0170 0.0215 -0.7029 0.7108
14.0646 3.5000 -0.0065 2.1000 0.0194 0.0191 -0.7071 0.7066
14.0980 3.4993 -0.1110 2.0999 0.0218 0.0167 -0.7113 0.7024
14.1314 3.4974 -0.2153 2.0998 0.0242 0.0142 -0.7154 0.6981
14.1648 3.4943 -0.3193 2.0995 0.0265 0.0118 -0.7196 0.6938
14.1982 3.4900 -0.4229 2.0991 0.0288 0.0092 -0.7237 0.6894
14.2316 3.4844 -0.5258 2.0987 0.0310 0.0067 -0.7279 0.6849
14.2650 3.4776 -0.6281 2.0981 0.0332 0.0041 -0.7321 0.6803
14.2984 3.4697 -0.7294 2.0974 0.0353 0.0015 -0.7364 0.6756
14.3318 3.4605 -0.8298 2.0966 0.0374 -0.0010 -0.7408 0.6707
14.3653 3.4501 -0.9290 2.0957 0.0394 -0.0037 -0.7452 0.6657
14.3987 3.4385 -1.0269 2.0947 0.0413 -0.0063 -0.7497 0.6604
14.4321 3.4257 -1.1233 2.0936 0.0431 -0.0089 -0.7544 0.6550
14.4655 3.4117 -1.2182 2.0924 0.0449 -0.0115 -0.7591 0.6493
14.4989 3.3966 -1.3114 2.0911 0.0466 -0.0142 -0.7641 0.6433
14.5323 3.3802 -1.4028 2.0897 0.0482 -0.0168 -0.7692 0.6370
14.5657 3.3627 -1.4923 2.0882 0.0497 -0.0195 -0.7745 0.6303
14.5991 3.3440 -1.5796 2.0866 0.0511 -0.0221 -0.7800 0.6233
14.6325 3.3241 -1.6648 2.0849 0.0524 -0.0248 -0.7858 0.6158
14.6659 3.3031 -1.7476 2.0831 0.0536 -0.0275 -0.7918 0.6078
14.6993 3.2809 -1.8280 2.0812 0.0547 -0.0301 -0.7981 0.5993
14.7327 3.2576 -1.9059 2.0792 0.0556 -0.0328 -0.8048 0.5901
14.7661 3.2332 -1.9811 2.0771 0.0564 -0.0355 -0.8117 0.5802
14.7996 3.2076 -2.0535 2.0749 0.0571 -0.0382 -0.8191 0.5695
14.8330 3.1809 -2.1231 2.0727 0.0576 -0.0409 -0.8269 0.5579
14.8664 3.1531 -2.1897 2.0703 0.0579 -0.0436 -0.8351 0.5453
14.8998 3.1242 -2.2533 2.0678 0.0581 -0.0464 -0.8438 0.5315
14.9332 3.0943 -2.3137 2.0652 0.0580 -0.0491 -0.8529 0.5164
14.9666 3.0632 -2.3710 2.0626 0.0577 -0.0519 -0.8626 0.4999
15.0000 3.0311 -2.4249 2.0598 0.0572 -0.0547 -0.8728 0.4817
